,Time,Tweet
1417,2020-05-04T13:36:33.000Z,"Republicans love the biggest Tax Cuts, Rebuilt Military, Choice for Vets, saving 2nd Amendment and many other things my Administration has done, but what they love beyond all else is 252 (so far!) Federal Judges, not including two great Supreme Court Justices. A Big Record!"
1418,2020-05-04T12:19:45.000Z,"Getting great reviews, finally, for how well we are handling the pandemic, especially our strong production of desperately needed ventilators, the building of field hospitals & beds, and soon, the great things we are doing on testing. People are really working well together!"
1419,2020-05-04T10:38:11.000Z,"“Concast” should open up a long overdue Florida Cold Case against Psycho Joe Scarborough. I know him and Crazy Mika well, used them beautifully in the last Election, dumped them nicely, and will state on the record that he is “nuts”. Besides, bad ratings! #OPENJOECOLDCASE"
1420,2020-05-04T02:42:50.000Z,I’m with the TRUCKERS all the way. Thanks for the meeting at the White House with my representatives from the Administration. It is all going to work out well!
1421,2020-05-03T20:18:19.000Z,"Intelligence has just reported to me that I was correct, and that they did NOT bring up the CoronaVirus subject matter until late into January, just prior to my banning China from the U.S. Also, they only spoke of the Virus in a very non-threatening, or matter of fact, manner..."
1422,2020-05-03T14:43:31.000Z,"....And then came a Plague, a great and powerful Plague, and the World was never to be the same again! But America rose from this death and destruction, always remembering its many lost souls, and the lost souls all over the World, and became greater than ever before!"
1423,2020-05-03T11:42:16.000Z,".@PeteHegseth  “Oh bye the way, I appreciate the message from former President Bush, but where was he during Impeachment calling for putting partisanship aside.” @foxandfriends  He was nowhere to be found in speaking up against the greatest Hoax in American history!"
1424,2020-05-02T13:17:42.000Z,"96% Approval Rating in the Republican Party. Thank you! Also, just out, highest ever Approval Rating overall in the new Gallup Poll, and shows “Trump beating Sleepy Joe Biden.”"
1425,2020-05-02T13:06:53.000Z,"There is tremendous CoronaVirus testing capacity in Washington for the Senators returning to Capital Hill on Monday. Likewise the House, which should return but isn’t because of Crazy Nancy P. The 5 minute Abbott Test will be used. Please inform Dr. Brian P. Monahan. @MarkMeadows"
1426,2020-05-01T20:05:58.000Z,"Senator Shelley Moore Capito (@CapitoforWV) is doing a tremendous job for the great people of West Virginia! She strongly defends our Second Amendment, Supports our Veterans and is Strong on Life and the Border...."
1427,2020-05-01T15:27:29.000Z,Concast (@NBCNews) and Fake News @CNN are going out of their way to say GREAT things about China. They are Chinese puppets who want to do business there. They use USA airwaves to help China. The Enemy of the People!
1428,2020-05-01T12:42:23.000Z,"The Governor of Michigan should give a little, and put out the fire. These are very good people, but they are angry. They want their lives back again, safely! See them, talk to them, make a deal."
1429,2020-05-01T12:14:36.000Z,"Cryin Chuck Schumer, compared to what other Senators have brought home to their states, has brought very little back to N.Y. A totally overrated loser, the one thing he has given them is SALT. He never even called me to stop it. No wonder Cuomo & most others can’t stand him. AOC!"
1430,2020-05-01T12:07:51.000Z,"Cryin’ Chuck Schumer was on a late night show using a false talking point over & over again. “We don’t have enough testing ,” he would repeat, when he knows we have done a great job on Testing, just like we have on Ventilators and everything else. He lied, gave NY SALT. Run AOC!"
1431,2020-05-01T00:54:46.000Z,“The only thing we got wrong is that it was even worse (the corruption) than we thought.” @Jim_Jordan  DIRTY COPS!
1432,2020-05-01T00:11:06.000Z,"Tom Tiffany (@TomTiffanyWI) is a Great Advocate for the incredible people of Wisconsin (WI07). We need Tom in Congress to help us Make America Great Again! He will Fight for Small Business, supports our Incredible Farmers, Loves our Military and our Vets...."
1433,2020-04-30T14:09:10.000Z,"We can’t let the Fake News, and their partner, the Radical Left, Do Nothing Democrats, get away with stealing the Election. They tried that in 2016. How did that work out?"
1434,2020-04-30T12:11:23.000Z,DIRTY COP JAMES COMEY GOT CAUGHT!
1435,2020-04-30T11:56:44.000Z,"FAKE POLLING, just like 2016 (but worse)!"
1436,2020-04-30T11:47:47.000Z,"What happened to General Michael Flynn, a war hero, should never be allowed to happen to a citizen of the United States again!"
1437,2020-04-30T11:47:04.000Z,"Does anybody really believe that Roger Stone, a man whose house was raided early in the morning by 29 gun toting FBI Agents (with Fake News @CNN closely in toe), was treated fairly. How about the jury forewoman with her unannounced hatred & bias. Same scammers as General Flynn!"
1438,2020-04-30T11:45:41.000Z,"Despite reports to the contrary, Sweden is paying heavily for its decision not to lockdown. As of today, 2462 people have died there, a much higher number than the neighboring countries of Norway (207), Finland (206) or Denmark (443). The United States made the correct decision!"
1439,2020-04-30T04:23:59.000Z,"I must admit that Lyin’ Brian Williams is, while dumber than hell, quite a bit smarter than Fake News @CNN “anchorman” Don Lemon, the “dumbest man on television”. Then you have Psycho Joe “What Ever Happened To Your Girlfriend?” Scarborough, another of the low I.Q. individuals!"
1440,2020-04-30T04:09:52.000Z,"Lyin’ Brian Williams of MSDNC, a Concast Scam Company, wouldn’t know the truth if it was nailed to his wooden forehead. Remember when he lied about his bravery in a helicopter? Totally made up story. He’s a true dummy who was thrown off Network News like a dog. Stay tuned!"
1441,2020-04-30T11:56:44.000Z,"FAKE POLLING, just like 2016 (but worse)!"
1442,2020-04-30T11:47:47.000Z,"What happened to General Michael Flynn, a war hero, should never be allowed to happen to a citizen of the United States again!"
1443,2020-04-30T11:47:04.000Z,"Does anybody really believe that Roger Stone, a man whose house was raided early in the morning by 29 gun toting FBI Agents (with Fake News @CNN closely in toe), was treated fairly. How about the jury forewoman with her unannounced hatred & bias. Same scammers as General Flynn!"
1444,2020-04-30T11:45:41.000Z,"Despite reports to the contrary, Sweden is paying heavily for its decision not to lockdown. As of today, 2462 people have died there, a much higher number than the neighboring countries of Norway (207), Finland (206) or Denmark (443). The United States made the correct decision!"
1445,2020-04-30T04:23:59.000Z,"I must admit that Lyin’ Brian Williams is, while dumber than hell, quite a bit smarter than Fake News @CNN “anchorman” Don Lemon, the “dumbest man on television”. Then you have Psycho Joe “What Ever Happened To Your Girlfriend?” Scarborough, another of the low I.Q. individuals!"
1446,2020-04-30T04:09:52.000Z,"Lyin’ Brian Williams of MSDNC, a Concast Scam Company, wouldn’t know the truth if it was nailed to his wooden forehead. Remember when he lied about his bravery in a helicopter? Totally made up story. He’s a true dummy who was thrown off Network News like a dog. Stay tuned!"
1447,2020-04-30T04:01:08.000Z,"Just told that Fake News @CNN is falsely reporting that I was recently shouting at my campaign manager over made up nonsense. Actually, he is doing a great job, I never shouted at him (been with me for years, including the 2016 win), & have no intention to do so. Just FAKE NEWS!"
1448,2020-04-30T03:52:46.000Z,".@CNN doesn’t want to speak about their persecution of General Michael Flynn & why they got the story so wrong. They, along with others, should pay a big price for what they have purposely done to this man & his family. They won’t even cover the big breaking news about this scam!"
1449,2020-04-30T00:52:36.000Z,"Happy Birthday to three time Olympian and five term Congressman, @JimRyun!"
1450,2020-04-29T04:23:38.000Z,"The only reason the U.S. has reported one million cases of CoronaVirus is that our Testing is sooo much better than any other country in the World. Other countries are way behind us in Testing, and therefore show far fewer cases!"
1451,2020-04-28T13:42:38.000Z,Texas to open businesses in phases beginning Friday. Great job being done by @GregAbbott_TX
1452,2020-04-28T13:38:54.000Z,Many States moving to SAFELY & QUICKLY reopen!
1453,2020-04-28T12:06:03.000Z,"We are doing far more, and better, Testing than any other country in the world, and yet the media does nothing but complain. No matter how good a job is done, the same as with the Ventilators, they will never say we are doing a great job, they will only viciously gripe!"
1454,2020-04-27T20:58:59.000Z,I will be having a White House Press Conference today at 5:30 P.M. Thank you!
1455,2020-04-27T14:41:11.000Z,"Why should the people and taxpayers of America be bailing out poorly run states (like Illinois, as example) and cities, in all cases Democrat run and managed, when most of the other states are not looking for bailout help? I am open to discussing anything, but just asking?"
1456,2020-04-27T13:48:07.000Z,"FAKE NEWS, THE ENEMY OF THE PEOPLE!"
1457,2020-04-27T13:41:01.000Z,"There has never been, in the history of our Country, a more vicious or hostile Lamestream Media than there is right now, even in the midst of a National Emergency, the Invisible Enemy!"
1458,2020-04-27T12:20:41.000Z,"Blame the Democrats for any “lateness” in your Enhanced Unemployment Insurance. I wanted the money to be paid directly, they insisted it be paid by states for distribution. I told them this would happen, especially with many states which have old computers."
1459,2020-04-26T22:54:17.000Z,"Does anybody get the meaning of what a so-called Noble (not Nobel) Prize is, especially as it pertains to Reporters and Journalists? Noble is defined as, “having or showing fine personal qualities or high moral principles and ideals.” Does sarcasm ever work?"
1460,2020-04-26T21:53:32.000Z,"Reports that H.H.S. Secretary @AlexAzar is going to be “fired” by me are Fake News. The Lamestream Media knows this, but they are desperate to create the perception of chaos & havoc in the minds of the public. They never even called to ask. Alex is doing an excellent job!"
1461,2020-04-26T21:21:02.000Z,".@FoxNews just doesn’t get what’s happening! They are being fed Democrat talking points, and they play them without hesitation or research. They forgot that Fake News @CNN & MSDNC wouldn’t let @FoxNews participate, even a little bit, in the poor ratings Democrat Debates....."
1462,2020-04-26T18:28:35.000Z,"I work from early in the morning until late at night, haven’t left the White House in many months (except to launch Hospital Ship Comfort) in order to take care of Trade Deals, Military Rebuilding etc., and then I read a phony story in the failing @nytimes about my work...."
1463,2020-04-26T18:21:24.000Z,"The people that know me and know the history of our Country say that I am  the hardest working President in history. I don’t know about that, but I am a hard worker and have probably gotten more done in the first 3 1/2 years than any President in history. The Fake News hates it!"
1464,2020-04-26T17:42:04.000Z,".@CardinalDolan  Thank you for a great call yesterday with Catholic Leaders, and a great Service today from @StPatsNYC!"
1465,2020-04-26T16:06:42.000Z,"Happy Birthday to Melania, our great First Lady!"
1466,2020-04-25T22:23:30.000Z,"I never said the pandemic was a Hoax! Who would say such a thing? I said that the Do Nothing Democrats, together with their Mainstream Media partners, are the Hoax. They have been called out & embarrassed on this, even admitting they were wrong, but continue to spread the lie!"
1467,2020-04-26T21:21:02.000Z,".@FoxNews just doesn’t get what’s happening! They are being fed Democrat talking points, and they play them without hesitation or research. They forgot that Fake News @CNN & MSDNC wouldn’t let @FoxNews participate, even a little bit, in the poor ratings Democrat Debates....."
1468,2020-04-26T18:28:35.000Z,"I work from early in the morning until late at night, haven’t left the White House in many months (except to launch Hospital Ship Comfort) in order to take care of Trade Deals, Military Rebuilding etc., and then I read a phony story in the failing @nytimes about my work...."
1469,2020-04-26T18:21:24.000Z,"The people that know me and know the history of our Country say that I am  the hardest working President in history. I don’t know about that, but I am a hard worker and have probably gotten more done in the first 3 1/2 years than any President in history. The Fake News hates it!"
1470,2020-04-26T17:42:04.000Z,".@CardinalDolan  Thank you for a great call yesterday with Catholic Leaders, and a great Service today from @StPatsNYC!"
1471,2020-04-26T16:06:42.000Z,"Happy Birthday to Melania, our great First Lady!"
1472,2020-04-25T22:23:30.000Z,"I never said the pandemic was a Hoax! Who would say such a thing? I said that the Do Nothing Democrats, together with their Mainstream Media partners, are the Hoax. They have been called out & embarrassed on this, even admitting they were wrong, but continue to spread the lie!"
1473,2020-04-25T22:17:13.000Z,"Remember, the Cure can’t be worse than the problem itself. Be careful, be safe, use common sense!"
1474,2020-04-25T22:01:41.000Z,"What is the purpose of having White House News Conferences when the Lamestream Media asks nothing but hostile questions, & then refuses to report the truth or facts accurately. They get record ratings, & the American people get nothing but Fake News. Not worth the time & effort!"
1475,2020-04-25T20:30:42.000Z,"Was just informed that the Fake News from the Thursday White House Press Conference had me speaking & asking questions of Dr. Deborah Birx. Wrong, I was speaking to our Laboratory expert, not Deborah, about sunlight etc. & the CoronaVirus. The Lamestream Media is corrupt & sick!"
1476,2020-04-25T15:59:22.000Z,"If the Wall Street Journal “Editorial” writers had called, as they should have, they would have easily found that I was “NOT happy with the Georgia Governor on Tuesday night.” You said the opposite, and got it wrong as you often do!"
1477,2020-04-25T15:06:08.000Z,"The Do Nothing Democrats are spending much of their money on Fake Ads. I never said that the CoronaVirus is a “Hoax”, I said that the Democrats, and the way they lied about it, are a Hoax. Also, it did start with “one person from China”, and then grew, & will be a “Miracle” end!"
1478,2020-04-25T14:57:29.000Z,"We have now Tested more than 5 Million People. That is more than any other country in the World, and even more than  all major countries combined!"
1479,2020-04-25T14:51:54.000Z,"It is a wonderful feeling to know that our States are loaded up with Ventilators, many brand new and high quality just off of our production lines, and that we are now in a position to help other countries that so desperately need them. Every person needing a Ventilator got one!"
1480,2020-04-25T14:10:21.000Z,"Just spoke to Prime Minister Abiy Ahmed Ali of Ethiopia. His Country needs Ventilators, and the U.S. is in good position to help him. We will!"
1481,2020-04-25T12:45:55.000Z,Thank you to the people of Colorado for the warm and gracious notes and letters sent to me for all of the Ventilators we got for you. It was my great honor! @SenCoryGardner
1482,2020-04-25T12:14:56.000Z,Thank you to William Perry Pendley of the Bureau of Land Management. Great job on @TuckerCarlson describing some of the most beautiful land in the world! @FoxNews
1483,2020-04-24T20:51:16.000Z,I will be having a White House Press Conference today at 5:30 P.M. Thank you!
1484,2020-04-24T19:08:09.000Z,"I will never let our Post Office fail. It has been mismanaged for years, especially since the advent of the internet and modern-day technology. The people that work there are great, and we’re going to keep them happy, healthy, and well!"
1485,2020-04-24T14:59:34.000Z,"Great conversation with President Lenin Moreno of the Republic of Ecuador. We will be sending them desperately needed Ventilators, of which we have recently manufactured many, and helping them in other ways. They are fighting hard against CoronaVirus!"
1486,2020-04-24T14:59:05.000Z,Just spoke to President Juan Orlando Hernandez of the Republic of Honduras. We work closely together on the Southern Border. Will be helping him with his request for Ventilators and Testing.
1487,2020-04-24T14:49:41.000Z,"Great News! Randall Stephenson, the CEO of heavily indebted AT&T, which owns and presides over Fake News @CNN, is leaving, or was forced out. Anyone who lets a garbage “network” do and say the things that CNN does, should leave ASAP. Hopefully replacement will be much better!"
1488,2020-04-24T14:40:20.000Z,"I (or @VP) never gave Governor Brian Kemp an OK on those few businesses outside of the Guidelines. FAKE NEWS! Spas, beauty salons, tattoo parlors, & barber shops should take a little slower path, but I told the Governor to do what is right for the great people of Georgia (& USA)!"
1489,2020-04-24T14:20:08.000Z,"Just spoke to President Nayib Bukele of El Salvador. Will be helping them with Ventilators, which are desperately needed. They have worked well with us on immigration at the Southern Border!"
1490,2020-04-24T14:12:23.000Z,"Just spoke to my friend, President Joko Widodo of the Republic of Indonesia. Asking for Ventilators, which we will provide. Great cooperation between us!"
1491,2020-04-24T13:53:25.000Z,Our Country wants to move safely forward. There is a tremendous pent up demand. We will open big!
1492,2020-04-24T13:38:16.000Z,"Getting VERY good reviews of the job the Federal Government is doing on CoronaVirus. Ventilators, building hospitals, beds and yes, Testing, have been handled incredibly well. Testing is getting exponentially better every day. Love seeing our Country safely opening up!"
1493,2020-04-24T14:40:20.000Z,"I (or @VP) never gave Governor Brian Kemp an OK on those few businesses outside of the Guidelines. FAKE NEWS! Spas, beauty salons, tattoo parlors, & barber shops should take a little slower path, but I told the Governor to do what is right for the great people of Georgia (& USA)!"
1494,2020-04-24T14:20:08.000Z,"Just spoke to President Nayib Bukele of El Salvador. Will be helping them with Ventilators, which are desperately needed. They have worked well with us on immigration at the Southern Border!"
1495,2020-04-24T14:12:23.000Z,"Just spoke to my friend, President Joko Widodo of the Republic of Indonesia. Asking for Ventilators, which we will provide. Great cooperation between us!"
1496,2020-04-24T13:53:25.000Z,Our Country wants to move safely forward. There is a tremendous pent up demand. We will open big!
1497,2020-04-24T13:38:16.000Z,"Getting VERY good reviews of the job the Federal Government is doing on CoronaVirus. Ventilators, building hospitals, beds and yes, Testing, have been handled incredibly well. Testing is getting exponentially better every day. Love seeing our Country safely opening up!"
1498,2020-04-23T23:54:54.000Z,"Governor @JimJusticeWV is a tremendous fighter for the incredible people of West Virginia. Big Jim is strong on Life, the Second Amendment, and Building the Wall! With Governors like Jim, America will recover and get back to business. Jim has my Complete and Total Endorsement!"
1499,2020-04-23T23:34:55.000Z,"Congressman Bill Posey is a tremendous fighter for the Great State of Florida. He is a big supporter of our #MAGA Agenda – Strong on Crime, the Second Amendment, and Loves our Veterans and Law Enforcement. Bill has my Complete and Total Endorsement!"
1500,2020-04-23T23:21:56.000Z,"Utah Attorney General Sean Reyes (@SeanReyesUT) is a fighter and hard worker for the Great State of Utah. He is a big supporter of our #MAGA Agenda – Strong on Crime, the Second Amendment, and Loves our Law Enforcement...."
1501,2020-04-23T23:20:45.000Z,"Congressman John Curtis (@CurtisUT) gets things done for Utah! John fights for Small Businesses, will Lower your Taxes, and will protect your Second Amendment. He has my Complete and Total Endorsement!"
1502,2020-04-23T23:19:26.000Z,"Congressman Chris Stewart (@StewartforUtah) is a tremendous fighter for Utah. He served our Country in the U.S. Air Force, and has been a strong supporter of our #MAGA Agenda...."
1503,2020-04-23T23:15:35.000Z,"Congressman Bill Johnson (@JohnsonLeads) is an incredible fighter for the Great State of Ohio! He’s a proud Veteran and a hard worker who Cares for our Veterans, Supports Small Business, and is Strong on the Border and Second Amendment...."
1504,2020-04-23T20:53:22.000Z,I will be having a White House Press Conference today at 5:45 P.M. Thank you!
1505,2020-04-22T20:53:43.000Z,I will be having a White House Press Conference today at 5:45 P.M. Thank you!
1506,2020-04-22T14:17:08.000Z,CDC Director was totally misquoted by Fake News @CNN on Covid 19. He will be putting out a statement.
1507,2020-04-22T12:08:05.000Z,I have instructed the United States Navy to shoot down and destroy any and all Iranian gunboats if they harass our ships at sea.
1508,2020-04-22T11:53:54.000Z,"States are safely coming back. Our Country is starting to OPEN FOR BUSINESS again. Special care is, and always will be, given to our beloved seniors (except me!). Their lives will be better than ever...WE LOVE YOU ALL!"
1509,2020-04-22T11:03:26.000Z,"Happy Birthday to the great Cindy Adams of the New York Post. Cindy is 90, but looks 39 to me. She is going strong!"
1510,2020-04-22T11:00:16.000Z,"I will be signing my Executive Order prohibiting immigration into our Country today. In the meantime, even without this order, our Southern Border, aided substantially by the 170 miles of new Border Wall & 27,000 Mexican soldiers, is very tight - including for human trafficking!"
1511,2020-04-22T10:50:19.000Z,“Economic impact of Covid-19.” @foxandfriends Very interesting analysis. Light at the end of the tunnel. Thank you!
1512,2020-04-21T19:59:55.000Z,I will be having a White House Press Conference today at 5:30 P.M. Thank you!
1513,2020-04-21T16:49:12.000Z,"I urge the Senate and House to pass the Paycheck Protection Program and Health Care Enhancement Act with additional funding for PPP, Hospitals, and Testing. After I sign this Bill, we will begin discussions on the next Legislative Initiative with fiscal relief...."
1514,2020-04-21T13:33:34.000Z,We will never let the great U.S. Oil & Gas Industry down. I have instructed the Secretary of Energy and Secretary of the Treasury to formulate a plan which will make funds available so that these very important companies and jobs will be secured long into the future!
1515,2020-04-21T11:15:57.000Z,"96% Approval Rating in the Republican Party. Thank you! This must also mean that, most importantly, we are doing a good (great) job in the handling of the Pandemic."
1516,2020-04-21T10:57:36.000Z,"I’ve had great “ratings” my whole life, there’s nothing unusual about that for me. The White House News Conference ratings are “through the roof”(Monday Night Football, Bachelor Finale , @nytimes) but I don’t care about that. I care about going around the Fake News to the PEOPLE!"
1517,2020-04-21T10:40:33.000Z,"It is amazing that I became President of the United States with such a totally corrupt and dishonest Lamestream Media going after me all day, and all night. Either I’m really good, far better than the Fake News wants to admit, or they don’t have nearly the power as once thought!"
1518,2020-04-21T16:49:12.000Z,"I urge the Senate and House to pass the Paycheck Protection Program and Health Care Enhancement Act with additional funding for PPP, Hospitals, and Testing. After I sign this Bill, we will begin discussions on the next Legislative Initiative with fiscal relief...."
1519,2020-04-21T13:33:34.000Z,We will never let the great U.S. Oil & Gas Industry down. I have instructed the Secretary of Energy and Secretary of the Treasury to formulate a plan which will make funds available so that these very important companies and jobs will be secured long into the future!
1520,2020-04-21T11:15:57.000Z,"96% Approval Rating in the Republican Party. Thank you! This must also mean that, most importantly, we are doing a good (great) job in the handling of the Pandemic."
1521,2020-04-21T10:57:36.000Z,"I’ve had great “ratings” my whole life, there’s nothing unusual about that for me. The White House News Conference ratings are “through the roof”(Monday Night Football, Bachelor Finale , @nytimes) but I don’t care about that. I care about going around the Fake News to the PEOPLE!"
1522,2020-04-21T10:40:33.000Z,"It is amazing that I became President of the United States with such a totally corrupt and dishonest Lamestream Media going after me all day, and all night. Either I’m really good, far better than the Fake News wants to admit, or they don’t have nearly the power as once thought!"
1523,2020-04-21T10:19:15.000Z,"Watched the first 5 minutes of poorly rated Morning Psycho on MSDNC just to see if he is as “nuts” as people are saying. He’s worse. Such hatred and contempt! I used to do his show all the time before the 2016 election, then cut him off. Wasn’t worth the effort, his mind is shot!"
1524,2020-04-21T02:06:22.000Z,"In light of the attack from the Invisible Enemy, as well as the need to protect the jobs of our GREAT American Citizens, I will be signing an Executive Order to temporarily suspend immigration into the United States!"
1525,2020-04-21T02:02:12.000Z,".@MikeGarcia2020 will be a tremendous fighter for the U.S. and the State of California. An Annapolis graduate, he served our Country as a highly decorated Navy Fighter Pilot and will be a great Congressman (#CA25). Loves our Military, and Vets..."
1526,2020-04-21T01:57:09.000Z,"Tom Tiffany (@TomTiffanyWI) is a Great Advocate for the incredible people of Wisconsin (WI07). We need Tom in Congress to help us Make America Great Again! He will Fight for Small Business, supports our Incredible Farmers, Loves our Military and our Vets...."
1527,2020-04-20T20:19:36.000Z,I will be having a White House Press Conference today at 5:30 P.M. Thank you!
1528,2020-04-20T15:37:22.000Z,"Last month all you heard from the Radical Left, Do Nothing Democrats was, “Ventilators, Ventilators, Ventilators.” They screamed it loud & clear, & thought they had us cold, even though it was the State’s task. But everyone got their V’s, with many to spare. Now they scream...."
1529,2020-04-20T14:32:12.000Z,"Received a very nice call from @GovTimWalz of Minnesota. We are working closely on getting him all he needs, and fast. Good things happening!"
1530,2020-04-20T13:58:46.000Z,"Congratulations to all of my many friends at The Villages in Florida on having done so well, and with such great spirit, during these rather unusual times. So proud of everyone! Mark Morse & Gary Lester have really stepped up to the plate. Hope to see everyone soon."
1531,2020-04-19T20:13:28.000Z,White House News Conference at 5:45. Thank you!
1532,2020-04-19T19:18:05.000Z,"“On February 19th there was a Democratic Debate, in Las Vegas. Three words weren’t said: Virus, CoronaVirus, or COVID19. NEVER came up!” @BretBaier"
1533,2020-04-19T19:14:26.000Z,".@FoxNews “Dems say President Trump is trying to open the United States Economy too quickly”, but, if I took even a little more time, they would loudly chant that I am moving too slowly. Just political talking points for them. For me it’s about lives &  the future of our Country!"
1534,2020-04-19T16:36:26.000Z,"Just like I was right on Ventilators (our Country is now the “King of Ventilators”, other countries are calling asking for help-we will!), I am right on testing. Governors must be able to step up and get the job done. We will be with you ALL THE WAY!"
1535,2020-04-18T18:22:18.000Z,"The most often used phrase in the Lamestream Media, by far, is “sources say”, or “officials who spoke on the condition of anonymity”, or anything similar which allows Fake News to make up a phony quote from a person who doesn’t even exist. The American people should demand NAMES!"
1536,2020-04-18T17:20:23.000Z,"No matter what you do for the Do Nothing Democrats, no matter how GREAT a job you are doing, they will only respond to their Fake partners in the Lamestream Media in the negative, even in a time of crisis. I thought it would be different, but it’s not. In fact, it’s even worse..."
1537,2020-04-18T16:44:19.000Z,I will be having a White House Press Conference today at 5:00 P.M. Thank you!
1538,2020-04-18T15:51:25.000Z,"Spending the morning speaking to @fema and Military relative to CoronaVirus. Also, spoke to leaders of various countries including Poland, South Korea and Bahrain. Last night had a very gold conversation with the President of Mexico on numerous topics. Border is very strong!"
1539,2020-04-17T19:33:46.000Z,White House news conference today at 6:00 P.M. Eastern. Thank you!
1540,2020-04-17T17:00:01.000Z,"Cuomo ridiculously wanted “40 thousand Ventilators”. We gave him a small fraction of that number, and it was plenty. State should have had them in stockpile!"
1541,2020-04-17T16:32:43.000Z,The States have to step up their TESTING!
1542,2020-04-17T16:30:05.000Z,"China has just announced a doubling in the number of their deaths from the Invisible Enemy. It is far higher than that and far higher than the U.S., not even close!"
1543,2020-04-18T17:20:23.000Z,"No matter what you do for the Do Nothing Democrats, no matter how GREAT a job you are doing, they will only respond to their Fake partners in the Lamestream Media in the negative, even in a time of crisis. I thought it would be different, but it’s not. In fact, it’s even worse..."
1544,2020-04-18T16:44:19.000Z,I will be having a White House Press Conference today at 5:00 P.M. Thank you!
1545,2020-04-18T15:51:25.000Z,"Spending the morning speaking to @fema and Military relative to CoronaVirus. Also, spoke to leaders of various countries including Poland, South Korea and Bahrain. Last night had a very gold conversation with the President of Mexico on numerous topics. Border is very strong!"
1546,2020-04-17T19:33:46.000Z,White House news conference today at 6:00 P.M. Eastern. Thank you!
1547,2020-04-17T17:00:01.000Z,"Cuomo ridiculously wanted “40 thousand Ventilators”. We gave him a small fraction of that number, and it was plenty. State should have had them in stockpile!"
1548,2020-04-17T16:32:43.000Z,The States have to step up their TESTING!
1549,2020-04-17T16:30:05.000Z,"China has just announced a doubling in the number of their deaths from the Invisible Enemy. It is far higher than that and far higher than the U.S., not even close!"
1550,2020-04-17T16:25:30.000Z,"Biden/Obama were a disaster in handling the H1N1 Swine Flu. Polling at the time showed disastrous approval numbers. 17,000 people died unnecessarily and through incompetence! Also, don’t forget their 5 Billion Dollar Obamacare website that should have cost close to nothing!"
1551,2020-04-17T16:11:45.000Z,"Governor Cuomo should spend more time “doing” and less time “complaining”. Get out there and get the job done. Stop talking! We built you thousands of hospital beds that you didn’t need or use, gave large numbers of Ventilators that you should have had, and helped you with...."
1552,2020-04-17T15:25:45.000Z,"LIBERATE VIRGINIA, and save your great 2nd Amendment. It is under siege!"
1553,2020-04-17T15:22:41.000Z,LIBERATE MICHIGAN!
1554,2020-04-17T15:21:48.000Z,LIBERATE MINNESOTA!
1555,2020-04-17T13:50:31.000Z,"Today people started losing their jobs because of Crazy Nancy Pelosi, Cryin’ Chuck Schumer, and the Radical Left, Do Nothing Democrats, who should immediately come back to Washington and approve legislation to help families in America. End your ENDLESS VACATION!"
1556,2020-04-17T13:20:29.000Z,Why did the W.H.O. Ignore an email from Taiwanese health officials in late December alerting them to the possibility that CoronaVirus could be transmitted between humans? Why did the W.H.O. make several claims about the CoronaVirus that ere either inaccurate or misleading....
1557,2020-04-16T18:18:46.000Z,"Major News Conference tonight, the White House at 6:00 P.M. (Eastern), to explain Guidelines for OPENING UP AMERICA AGAIN!"
1558,2020-04-16T17:11:42.000Z,Democrats are blocking additional funding for the popular Paycheck Protection Program. They are killing American small businesses. Stop playing politics Dems! Support Refilling PPP NOW – it is out of funds!
1559,2020-04-16T13:33:08.000Z,"Crazy “Nancy Pelosi, you are a weak person. You are a poor leader. You are the reason America hates career politicians, like yourself.” @seanhannity She is totally incompetent & controlled by the Radical Left, a weak and pathetic puppet. Come back to Washington and do your job!"
1560,2020-04-16T13:12:40.000Z,".@OANN Poll “Gives President Trump a 52% Approval Rating in North Carolina, and a seven point lead over (Sleepy) Joe Biden. The President also helps other Republican Candidates, including @SenThomTillis, who has a 4% lead over his Democrat rival.”"
1561,2020-04-15T20:49:31.000Z,White House news conference today at 5:30 P.M. Eastern. Thank you!
1562,2020-04-15T19:02:47.000Z,"We are having very productive calls with the leaders of every sector of the economy who are all-in on getting America back to work, and soon. More to come! #MAGA"
1563,2020-04-14T21:21:24.000Z,White House news conference today at 5:45 P.M. Eastern. Thank you!
1564,2020-04-14T14:57:19.000Z,"Tell the Democrat Governors that “Mutiny On The Bounty” was one of my all time favorite movies. A good old fashioned mutiny every now and then is an exciting and invigorating thing to watch, especially when the mutineers need so much from the Captain. Too easy!"
1565,2020-04-14T14:24:51.000Z,"GET RID OF BALLOT HARVESTING, IT IS RAMPANT WITH FRAUD. THE USA MUST HAVE VOTER I.D., THE ONLY WAY TO GET AN HONEST COUNT!"
1566,2020-04-14T14:07:11.000Z,"Cuomo’s been calling daily, even hourly, begging for everything, most of which should have been the state’s responsibility, such as new hospitals, beds, ventilators, etc. I got it all done for him, and everyone else, and now he seems to want Independence! That won’t happen!"
1567,2020-04-14T13:40:12.000Z,The Democrats don’t want to approve more money for our great workers under the incredibly successful “Paycheck” plan. Replenish Account Now!
1568,2020-04-13T21:14:10.000Z,"My deepest sympathies go out to Frieda Chera and the family of the late, great, Stanley Chera, one of Manhattan’s most brilliant real estate minds. Stanley was charitable, kind, and a wonderful friend. He will be truly missed!"
1569,2020-04-13T19:30:35.000Z,White House news conference today at 5:00 P.M. Eastern. Thank you!
